@relation relation

@attribute RDcost_MSM numeric
@attribute RDcost_2Nx2N numeric
@attribute RDcost_2NxN numeric
@attribute RDcost_Nx2N numeric
@attribute part {0,1,2,3,4,5,6,7}
@attribute MergeFlag {0,1}
@attribute SkipMergeFlag {0,1}
@attribute med_med numeric
@attribute neighDepth_diff numeric
@attribute SplitQuadtree {0,1}

@data
2757,2983,3107,3019,2,0,0,1.6875,-0.3125,1
3453,3849,3849,3849,0,0,0,1.6875,-0.3125,0
2494,2890,2890,2831,0,0,0,1.6875,-0.3125,0
3025,3025,3478,3400,0,1,1,1.6875,-0.3125,0
3335,4017,3883,3883,0,1,1,1.6875,-0.3125,0
4014,4520,4859,4829,2,0,0,1.6875,-0.3125,1
3411,3888,4345,4513,0,1,1,1.6875,-0.3125,0
3544,4215,4536,4536,0,1,1,1.6875,-0.3125,0
3169,3584,3584,3527,0,1,1,1.6875,-0.3125,0
4215,4536,4534,4480,0,1,1,2.41667,0.416667,0
3149,2949,3160,3160,0,1,1,2.41667,0.416667,0
3251,3999,3912,3999,0,1,1,2.41667,0.416667,0
5359,5861,6154,6008,0,1,1,2.41667,0.416667,0
8079,9261,10056,8615,0,1,0,2.41667,0.416667,1
4340,4546,4566,4566,0,0,0,2.41667,0.416667,0
2746,2118,2958,2690,0,0,0,2.41667,0.416667,0
7751,7921,7978,8148,1,1,1,2.41667,0.416667,1
1278,1561,1730,1561,0,0,0,2.41667,0.416667,1
14819,13967,13183,15309,2,0,0,2.41667,0.416667,1
2142,2651,2595,2595,2,1,0,2.41667,0.416667,1
5251,4956,5387,4943,0,0,0,2.70833,0.708333,0
11921,8008,8279,8390,2,0,0,2.70833,0.708333,1
9298,8366,8716,8438,0,0,0,2.70833,0.708333,0
11717,11790,15201,9960,0,0,0,2.70833,0.708333,1
1732,1705,2142,2584,0,0,0,2.70833,0.708333,0
932,1217,1187,1613,5,1,1,2.70833,0.708333,1
2392,3367,2731,2844,6,0,0,2.70833,0.708333,0
8204,5301,5810,4301,6,1,0,2.70833,0.708333,1
13961,14165,9926,13108,5,0,0,2.70833,0.708333,1
645,1154,1097,1323,4,0,0,2.70833,0.708333,1
5343,6254,5399,7045,4,0,0,2.39583,0.395833,1
7830,5114,5980,6735,5,0,0,2.39583,0.395833,1
14545,15026,16393,15739,2,0,0,2.39583,0.395833,1
7631,6104,7523,7160,2,0,0,2.39583,0.395833,1
4711,3165,3872,3830,2,0,0,2.89583,0.895833,1
7240,3686,4586,4675,2,0,0,2.89583,0.895833,0
4388,3854,4067,4429,0,0,0,2.89583,0.895833,1
3449,2713,3711,3677,2,0,0,2.89583,0.895833,0
1624,1914,1987,2232,1,0,0,2.89583,0.895833,1
1390,1755,1843,1673,1,0,0,2.89583,0.895833,0
5138,6376,6010,5662,2,0,0,2.89583,0.895833,1
3414,2427,2593,2902,2,0,0,2.89583,0.895833,1
4577,3997,4859,4456,1,0,0,2.89583,0.895833,1
2223,2619,2732,2675,0,0,0,2.3125,0.3125,0
1541,1610,1824,1976,6,0,0,2.3125,0.3125,0
1364,1629,1930,1873,6,1,0,2.3125,0.3125,0
2875,3044,3554,3497,0,0,0,2.3125,0.3125,0
3134,2439,3596,3822,5,0,0,2.3125,0.3125,0
4132,4343,4429,4449,0,0,0,2.3125,0.3125,0
2406,2275,2388,2428,7,0,0,2.3125,0.3125,0
4422,3378,4147,3715,4,0,0,2.3125,0.3125,1
2413,2643,2817,2753,0,1,0,2.3125,0.3125,0
3056,2916,3233,3330,2,0,0,2.3125,0.3125,0
6114,4922,5435,5218,2,1,0,2.3125,0.3125,1
1629,1970,2082,2400,2,0,0,2.3125,0.3125,0
4306,4419,5698,4702,0,1,0,2.3125,0.3125,0
5422,5108,5213,5226,6,1,0,2.3125,0.3125,0
7615,7504,8270,8125,0,1,1,2.3125,0.3125,1
7737,4792,4920,5120,6,1,0,2.3125,0.3125,1
2715,3281,3281,3224,0,0,0,1.47917,-0.520833,0
2628,3007,3320,3218,5,0,0,1.47917,-0.520833,0
3355,3581,3581,3525,0,0,0,1.47917,-0.520833,0
4111,4321,4676,4620,0,0,0,1.47917,-0.520833,0
5232,5345,6706,5424,2,0,0,1.47917,-0.520833,1
3191,3468,3840,3700,0,1,1,1.47917,-0.520833,1
5619,5310,6071,5217,7,1,0,1.47917,-0.520833,1
2127,2579,2699,2567,0,1,1,1.47917,-0.520833,0
4535,5367,5143,4922,0,1,1,2.5625,0.5625,1
12440,13312,14199,13578,0,0,0,2.5625,0.5625,1
9116,6603,7545,6827,4,0,0,2.5625,0.5625,1
1948,2525,2554,3155,1,0,0,2.5625,0.5625,0
2631,2631,2697,2894,2,0,0,2.46875,0.46875,0
1453,1623,1800,1680,2,0,0,2.46875,0.46875,1
3013,3877,4110,4164,2,0,0,2.46875,0.46875,0
2126,1885,2623,2136,0,0,0,2.46875,0.46875,1
6627,7282,7248,8888,2,0,0,2.46875,0.46875,1
4215,3657,5514,3689,0,0,0,2.46875,0.46875,1
2113,2509,2566,2566,0,0,0,2.46875,0.46875,0
11550,12061,12191,9475,2,0,0,2.46875,0.46875,0
3413,4105,7040,4282,1,0,0,2.46875,0.46875,0
3337,2297,2627,2504,0,1,0,2.52083,0.520833,1
6697,6533,6663,7218,7,0,0,2.52083,0.520833,1
3203,3520,3887,3884,6,0,0,2.52083,0.520833,0
6461,5729,6819,6582,0,0,0,2.52083,0.520833,0
1259,1427,1483,1840,0,1,1,2.52083,0.520833,0
2973,1652,2025,2076,0,0,0,2.52083,0.520833,0
6518,6422,7608,5072,2,1,0,2.52083,0.520833,1
2598,2654,2858,2767,2,1,0,2.52083,0.520833,0
3762,2557,3033,3059,0,0,0,2.52083,0.520833,1
5719,3426,4227,3775,7,0,0,2.52083,0.520833,0
3482,3992,3858,3939,0,1,1,2.52083,0.520833,0
8909,7442,9010,9494,0,1,1,2.52083,0.520833,1
449,958,1241,958,0,0,0,2.70833,0.708333,0
5240,6553,6315,7222,7,0,0,2.57292,0.572917,1
6956,5997,6425,6272,1,0,0,2.57292,0.572917,1
7783,5229,5823,5573,6,0,0,2.57292,0.572917,1
2237,2715,2803,2520,2,0,0,2.57292,0.572917,1
4635,3942,4128,3978,7,0,0,2.57292,0.572917,1
3321,1935,2387,2433,2,0,0,2.57292,0.572917,1
8975,8290,7327,8539,7,0,0,2.38542,0.385417,1
3201,2733,3296,3431,0,1,0,2.38542,0.385417,0
5202,5907,6217,5878,6,0,0,2.38542,0.385417,1
1657,1770,2063,1884,6,1,0,2.38542,0.385417,0
4266,3282,5201,4668,0,0,0,2.38542,0.385417,0
4221,4349,4499,4681,4,0,0,2.38542,0.385417,1
7004,5761,5971,4630,6,0,0,2.38542,0.385417,1
2475,2645,3021,2588,2,0,0,1.8875,-0.1125,1
2352,3144,2974,2917,0,1,1,1.8875,-0.1125,0
2737,3473,3481,3345,0,1,0,1.8875,-0.1125,1
2320,3072,2885,2829,0,1,1,1.8875,-0.1125,0
10087,10073,10063,9397,2,0,0,1.8875,-0.1125,1
2646,3438,3211,3200,0,1,1,1.8875,-0.1125,0
2666,2552,2891,3232,6,0,0,1.8875,-0.1125,1
2556,3292,2952,2896,6,0,0,1.8875,-0.1125,0
6375,5808,6325,4230,4,1,0,2.75,0.75,1
1197,1923,1706,1649,0,1,1,2.75,0.75,0
554,950,928,602,7,0,0,2.75,0.75,1
1363,1880,1477,1751,0,0,0,2.75,0.75,0
738,1247,4425,1078,2,0,0,2.75,0.75,0
736,1019,963,906,0,0,0,2.75,0.75,0
11474,9753,10493,10519,5,1,1,2.75,0.75,1
7345,4678,6932,5369,5,0,0,2.75,0.75,1
3684,1884,2037,3159,4,1,0,2.75,0.75,0
4548,5057,5057,4770,4,1,0,2.75,0.75,0
648,988,964,977,4,0,0,2.75,0.75,1
828,1292,1433,1483,0,1,0,2.75,0.75,0
6006,6529,6722,7021,0,0,0,2.36458,0.364583,1
6863,5247,5866,4933,2,1,0,2.36458,0.364583,1
7390,8323,8685,9913,5,0,0,2.36458,0.364583,1
1408,1717,1684,1648,1,0,0,2.36458,0.364583,0
552,948,1231,1061,7,0,0,2.36458,0.364583,0
503,1014,1364,957,0,1,0,2.36458,0.364583,0
5270,5552,5496,5496,7,0,0,2.36458,0.364583,0
8782,9065,9178,9008,6,0,0,2.36458,0.364583,1
1280,1620,1825,1741,4,1,0,2.36458,0.364583,0
12276,8663,7915,13125,1,1,0,2.58333,0.583333,1
5369,2595,3212,3021,1,1,0,2.58333,0.583333,1
5220,3467,3676,3653,4,0,0,2.58333,0.583333,1
901,1240,1183,1183,4,1,0,2.58333,0.583333,0
2097,2346,2653,2427,1,1,0,2.58333,0.583333,1
6216,3796,4075,4192,2,0,0,2.58333,0.583333,1
4205,2918,3994,3649,0,0,0,2.58333,0.583333,0
16771,12054,12703,10616,1,0,0,2.58333,0.583333,1
662,1201,1341,1114,5,0,0,2.58333,0.583333,1
4718,2809,3522,3302,2,0,0,2.58333,0.583333,0
5833,4212,4220,3403,7,0,0,2.58333,0.583333,0
830,1717,2147,1901,0,1,1,2.58333,0.583333,1
8397,7044,6867,7497,2,0,0,2.58333,0.583333,1
1331,1449,1967,1411,0,1,1,2.58333,0.583333,0
10278,5256,10314,5183,0,0,0,2.625,0.625,0
1789,1928,2387,2810,0,0,0,2.625,0.625,0
9321,8937,9632,8314,7,0,0,2.53125,0.53125,0
3937,2340,2953,2634,1,1,1,2.53125,0.53125,1
14670,9934,7779,10341,6,0,0,2.53125,0.53125,1
11330,11689,12278,11849,0,1,0,2.53125,0.53125,1
2797,2529,4160,2966,5,0,0,2.53125,0.53125,0
5470,5606,6105,5208,7,1,0,2.52083,0.520833,0
10606,9524,9180,10190,2,1,0,2.52083,0.520833,0
5173,4808,5308,5204,2,1,0,2.52083,0.520833,0
10502,10221,13392,10535,2,0,0,2.52083,0.520833,0
4094,3409,4573,3685,6,0,0,2.52083,0.520833,0
10569,7450,7547,7977,2,0,0,2.52083,0.520833,1
4035,2809,4291,2896,1,0,0,2.52083,0.520833,0
1594,1855,2376,1707,6,1,0,2.52083,0.520833,0
1895,2065,2121,1804,7,1,0,2.52083,0.520833,1
604,774,962,718,6,0,0,2.52083,0.520833,0
3178,1456,1649,1601,0,0,0,2.1625,0.1625,0
4178,4472,4690,4604,4,0,0,2.1625,0.1625,1
1498,1856,1894,1851,1,0,0,2.1625,0.1625,0
7480,3840,4441,4166,7,0,0,2.1625,0.1625,1
1006,1119,1459,1393,7,0,0,2.1625,0.1625,1
6589,6920,6938,7237,6,0,0,2.1625,0.1625,1
3712,3520,3496,3418,0,1,0,2.1625,0.1625,0
4212,3307,3855,3525,1,0,0,2.1625,0.1625,0
8131,6363,4369,7010,7,0,0,2.39062,0.390625,1
4800,5026,5026,5017,4,0,0,2.39062,0.390625,1
5426,3635,4500,4540,2,0,0,2.39062,0.390625,1
753,1253,1535,1253,0,1,0,2.39062,0.390625,0
11307,10169,10825,9603,7,0,0,2.39062,0.390625,1
3081,3459,3534,3308,2,0,0,2.39062,0.390625,1
2599,3160,3164,3108,0,1,1,2.39062,0.390625,1
7300,8287,8418,7895,0,1,0,2.39062,0.390625,1
2104,2331,2387,2500,1,0,0,2.39062,0.390625,0
